date,original_transfer_date,event_date_source,event_date_confidence,season,club,player,direction,from_club,to_club,age,position,market_value_eur,transfer_fee_eur,wage_eur_annual,transfer_type,is_loan,source,source_url
2024-07-04,2024-07-04,exact_transfer_date,0.85,2024-25,Ajax NV,Jorge Sánchez,out,Ajax NV,CD Cruz Azul,26,Right-Back,3500000.0,3000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-04,2024-07-04,exact_transfer_date,0.85,2024-25,Eagle Football Group,Moussa Niakhaté,in,Nott'm Forest,Eagle Football Group,28,Centre-Back,16000000.0,31900000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-04,2024-07-04,exact_transfer_date,0.85,2024-25,FC Porto SAD,Mathias Hebo,out,FC Porto SAD,Lyngby BK,28,Central Midfield,300000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-04,2024-07-04,exact_transfer_date,0.85,2024-25,FC Porto SAD,Sebastian Milewski,out,FC Porto SAD,GKS Katowice,26,Defensive Midfield,350000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-04,2024-07-04,exact_transfer_date,0.85,2024-25,Sporting CP SAD,Check Keita,in,Stade Reims,Sporting CP SAD,21,Centre-Back,1500000.0,500000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-04,2024-07-04,exact_transfer_date,0.85,2024-25,Sporting CP SAD,Ethan Mbappé,in,Paris SG U19,Sporting CP SAD,17,Right Winger,1500000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-04,2024-07-04,exact_transfer_date,0.85,2024-25,Sporting CP SAD,Zeno Debast,in,RSC Anderlecht,Sporting CP SAD,20,Centre-Back,18000000.0,18050000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-04,2024-07-04,exact_transfer_date,0.85,2024-25,Sporting CP SAD,Zeno Debast,out,Sporting CP SAD,Sporting,20,Centre-Back,18000000.0,18050000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-05,2024-07-05,exact_transfer_date,0.85,2024-25,Borussia Dortmund,Mateu Morey,out,Borussia Dortmund,RCD Mallorca,24,Right-Back,800000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-05,2024-07-05,exact_transfer_date,0.85,2024-25,Eagle Football Group,Abner,in,Real Betis,Eagle Football Group,24,Left-Back,7000000.0,8000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-05,2024-07-05,exact_transfer_date,0.85,2024-25,FC Porto SAD,Axel Holewiński,out,FC Porto SAD,Polonia Bytom,18,Goalkeeper,150000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-05,2024-07-05,exact_transfer_date,0.85,2024-25,Juventus,Michele Di Gregorio,in,Monza,Juventus,26,Goalkeeper,18000000.0,0.0,,loan,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-05,2024-07-05,exact_transfer_date,0.85,2024-25,Lazio,Romano Floriani Mussolini,out,Lazio,Juve Stabia,21,Right-Back,100000.0,0.0,,loan,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-05,2024-07-05,exact_transfer_date,0.85,2024-25,Sporting CP SAD,Cristian,out,Sporting CP SAD,Alverca,22,Goalkeeper,,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-05,2024-07-05,exact_transfer_date,0.85,2024-25,Sporting CP SAD,Roméo Monticelli,out,Sporting CP SAD,OH Leuven U23,18,Left-Back,400000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-06,2024-07-06,exact_transfer_date,0.85,2024-25,FC Porto SAD,Michał Rzuchowski,in,Slask Wroclaw,FC Porto SAD,30,Defensive Midfield,250000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-06,2024-07-06,exact_transfer_date,0.85,2024-25,FC Porto SAD,Pedro Nuno,in,FK Sabail,FC Porto SAD,29,Attacking Midfield,600000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-06,2024-07-06,exact_transfer_date,0.85,2024-25,Lazio,Fisayo Dele-Bashiru,in,Hatayspor,Lazio,23,Central Midfield,2000000.0,0.0,,loan,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-06,2024-07-06,exact_transfer_date,0.85,2024-25,Sporting CP SAD,Sebastián Coates,out,Sporting CP SAD,Nacional,33,Centre-Back,3500000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-07,2024-07-07,exact_transfer_date,0.85,2024-25,Eagle Football Group,Ernest Nuamah,in,RWDM,Eagle Football Group,20,Right Winger,18000000.0,28500000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-07,2024-07-07,exact_transfer_date,0.85,2024-25,FC Porto SAD,Kike Hermoso,in,R. Majadahonda,FC Porto SAD,24,Centre-Back,200000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-07,2024-07-07,exact_transfer_date,0.85,2024-25,Sporting CP SAD,Fran Villalba,out,Sporting CP SAD,Santos Laguna,26,Attacking Midfield,1500000.0,1000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-08,2024-07-08,exact_transfer_date,0.85,2024-25,Borussia Dortmund,Waldemar Anton,in,Stuttgart,Borussia Dortmund,27,Centre-Back,20000000.0,22500000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-08,2024-07-08,exact_transfer_date,0.85,2024-25,Eagle Football Group,Duje Caleta-Car,in,Southampton,Eagle Football Group,27,Centre-Back,7000000.0,3590000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-08,2024-07-08,exact_transfer_date,0.85,2024-25,Eagle Football Group,Mama Baldé,in,Troyes,Eagle Football Group,28,Centre-Forward,4000000.0,6000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-09,2024-07-09,exact_transfer_date,0.85,2024-25,Borussia Dortmund,Cole Campbell,in,B. Dortmund U19,Borussia Dortmund,18,Right Winger,,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-09,2024-07-09,exact_transfer_date,0.85,2024-25,FC Porto SAD,João Moutinho,in,Spezia Calcio,FC Porto SAD,26,Left-Back,700000.0,0.0,,loan,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-09,2024-07-09,exact_transfer_date,0.85,2024-25,FC Porto SAD,Wojciech Kamiński,in,Odra Opole,FC Porto SAD,23,Defensive Midfield,300000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-09,2024-07-09,exact_transfer_date,0.85,2024-25,Juventus,Moise Kean,out,Juventus,Fiorentina,24,Centre-Forward,14000000.0,14500000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-09,2024-07-09,exact_transfer_date,0.85,2024-25,Sporting CP SAD,Roberto Fernández,in,Málaga CF,Sporting CP SAD,22,Centre-Forward,600000.0,2420000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-10,2024-07-10,exact_transfer_date,0.85,2024-25,Eagle Football Group,Achraf Laâziri,out,Eagle Football Group,RWDM,21,Left-Back,300000.0,0.0,,loan,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-10,2024-07-10,exact_transfer_date,0.85,2024-25,FC Porto SAD,Mauricio,out,FC Porto SAD,Palmeiras,23,Attacking Midfield,12000000.0,10500000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-10,2024-07-10,exact_transfer_date,0.85,2024-25,FC Porto SAD,Thiago Maia,in,Flamengo,FC Porto SAD,27,Defensive Midfield,6000000.0,4000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-10,2024-07-10,exact_transfer_date,0.85,2024-25,Juventus,Kaio Jorge,out,Juventus,Cruzeiro,22,Centre-Forward,4000000.0,7200000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-10,2024-07-10,exact_transfer_date,0.85,2024-25,Juventus,Khéphren Thuram,in,Nice,Juventus,23,Central Midfield,35000000.0,20600000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-10,2024-07-10,exact_transfer_date,0.85,2024-25,Sporting CP SAD,Eric Curbelo,in,UD Las Palmas,Sporting CP SAD,30,Centre-Back,800000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-10,2024-07-10,exact_transfer_date,0.85,2024-25,Sporting CP SAD,Jonathan Jesus,out,Sporting CP SAD,Cruzeiro,20,Centre-Back,200000.0,1430000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-10,2024-07-10,exact_transfer_date,0.85,2024-25,Sporting CP SAD,José Fonte,out,Sporting CP SAD,Casa Pia,40,Centre-Back,100000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-10,2024-07-10,exact_transfer_date,0.85,2024-25,Sporting CP SAD,Rafael Pontelo,out,Sporting CP SAD,Pafos FC,21,Centre-Back,700000.0,0.0,,loan,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-11,2024-07-11,exact_transfer_date,0.85,2024-25,Benfica SAD,Henrique Araújo,out,Benfica SAD,Arouca,22,Centre-Forward,2500000.0,0.0,,loan,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-11,2024-07-11,exact_transfer_date,0.85,2024-25,Benfica SAD,Leo Kokubo,out,Benfica SAD,Sint-Truiden,23,Goalkeeper,750000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-11,2024-07-11,exact_transfer_date,0.85,2024-25,Benfica SAD,Niklas Beste,in,Heidenheim,Benfica SAD,25,Right Winger,15000000.0,8000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-11,2024-07-11,exact_transfer_date,0.85,2024-25,FC Porto SAD,Patryk Makuch,out,FC Porto SAD,Raków,25,Attacking Midfield,600000.0,1000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-11,2024-07-11,exact_transfer_date,0.85,2024-25,Manchester United,Donny van de Beek,out,Manchester United,Girona,27,Central Midfield,5000000.0,500000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-11,2024-07-11,exact_transfer_date,0.85,2024-25,Sporting CP SAD,Ngal'ayel Mukau,in,KV Mechelen,Sporting CP SAD,19,Defensive Midfield,3000000.0,5000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-12,2024-07-12,exact_transfer_date,0.85,2024-25,FC Porto SAD,Pau Resta,in,CE Sabadell ,FC Porto SAD,23,Centre-Back,300000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-12,2024-07-12,exact_transfer_date,0.85,2024-25,FC Porto SAD,Sergiy Buletsa,in,Dynamo Kyiv,FC Porto SAD,25,Attacking Midfield,1200000.0,0.0,,loan,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-12,2024-07-12,exact_transfer_date,0.85,2024-25,Juventus,Ronie Carrillo,in,Portimonense,Juventus,27,Centre-Forward,500000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-12,2024-07-12,exact_transfer_date,0.85,2024-25,Lazio,Ciro Immobile,out,Lazio,Besiktas,34,Centre-Forward,4000000.0,2000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-12,2024-07-12,exact_transfer_date,0.85,2024-25,Sporting CP SAD,Yassine Titraoui,in,Paradou AC,Sporting CP SAD,20,Central Midfield,1500000.0,1200000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-13,2024-07-13,exact_transfer_date,0.85,2024-25,FC Porto SAD,Mehdi Taremi,out,FC Porto SAD,Inter,31,Centre-Forward,10000000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-13,2024-07-13,exact_transfer_date,0.85,2024-25,Sporting CP SAD,Stefan Knezevic,out,Sporting CP SAD,FC Luzern,27,Centre-Back,600000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-14,2024-07-14,exact_transfer_date,0.85,2024-25,Celtic plc,Hyeon-gyu Oh,out,Celtic plc,Genk,23,Centre-Forward,1800000.0,2700000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-14,2024-07-14,exact_transfer_date,0.85,2024-25,FC Porto SAD,Alexander Aravena,in,U. Católica,FC Porto SAD,21,Left Winger,5000000.0,3200000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-14,2024-07-14,exact_transfer_date,0.85,2024-25,FC Porto SAD,Henrich Ravas,in,New England,FC Porto SAD,26,Goalkeeper,1200000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-14,2024-07-14,exact_transfer_date,0.85,2024-25,FC Porto SAD,Miguel Monsalve,in,Indep. Medellín,FC Porto SAD,20,Attacking Midfield,1000000.0,2300000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-14,2024-07-14,exact_transfer_date,0.85,2024-25,FC Porto SAD,Vincent Sasso,out,FC Porto SAD,USL Dunkerque,33,Centre-Back,200000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-14,2024-07-14,exact_transfer_date,0.85,2024-25,Manchester United,Joshua Zirkzee,in,Bologna,Manchester United,23,Centre-Forward,50000000.0,42500000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-15,2024-07-15,exact_transfer_date,0.85,2024-25,Ajax NV,Bertrand Traoré,in,Villarreal,Ajax NV,28,Right Winger,9000000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-15,2024-07-15,exact_transfer_date,0.85,2024-25,FC Porto SAD,Mick van Buren,in,Slavia Praha,FC Porto SAD,31,Centre-Forward,400000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-15,2024-07-15,exact_transfer_date,0.85,2024-25,Lazio,Nuno Tavares,in,Arsenal,Lazio,24,Left-Back,15000000.0,0.0,,loan,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-15,2024-07-15,exact_transfer_date,0.85,2024-25,Manchester United,Willy Kambwala,out,Manchester United,Villarreal,19,Centre-Back,5000000.0,10000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-15,2024-07-15,exact_transfer_date,0.85,2024-25,Sporting CP SAD,Jordy Caicedo,in,Atlas,Sporting CP SAD,26,Centre-Forward,3000000.0,0.0,,loan,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-15,2024-07-15,exact_transfer_date,0.85,2024-25,Sporting CP SAD,Jules Van Cleemput,out,Sporting CP SAD,KV Mechelen,27,Right-Back,700000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-16,2024-07-16,exact_transfer_date,0.85,2024-25,Celtic plc,Viljami Sinisalo,in,Aston Villa,Celtic plc,22,Goalkeeper,600000.0,1200000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-16,2024-07-16,exact_transfer_date,0.85,2024-25,FC Porto SAD,Dani Pacheco,out,FC Porto SAD,Wisla Plock,33,Defensive Midfield,250000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-16,2024-07-16,exact_transfer_date,0.85,2024-25,Sporting CP SAD,Jonas Bager,out,Sporting CP SAD,IFK Göteborg,27,Centre-Back,800000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-16,2024-07-16,exact_transfer_date,0.85,2024-25,Sporting CP SAD,Uros Djurdjevic,out,Sporting CP SAD,Atlas,30,Centre-Forward,1500000.0,2000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-17,2024-07-17,exact_transfer_date,0.85,2024-25,FC Porto SAD,Amir Al-Ammari,in,Halmstads BK,FC Porto SAD,26,Defensive Midfield,700000.0,,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-17,2024-07-17,exact_transfer_date,0.85,2024-25,FC Porto SAD,Michał Niedbała,out,FC Porto SAD,KSZO Ostrowiec,18,Goalkeeper,25000.0,0.0,,loan,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-17,2024-07-17,exact_transfer_date,0.85,2024-25,FC Porto SAD,Taofeek Ismaheel,in,FC Lorient,FC Porto SAD,24,Right Winger,600000.0,360000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-17,2024-07-17,exact_transfer_date,0.85,2024-25,Sporting CP SAD,Bright Arrey-Mbi,in,Hannover 96,Sporting CP SAD,21,Centre-Back,2500000.0,6200000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-18,2024-07-18,exact_transfer_date,0.85,2024-25,Borussia Dortmund,Serhou Guirassy,in,Stuttgart,Borussia Dortmund,28,Centre-Forward,40000000.0,18000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-18,2024-07-18,exact_transfer_date,0.85,2024-25,Celtic plc,Kasper Schmeichel,in,RSC Anderlecht,Celtic plc,37,Goalkeeper,1000000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-18,2024-07-18,exact_transfer_date,0.85,2024-25,Eagle Football Group,Georges Mikautadze,in,FC Metz,Eagle Football Group,23,Centre-Forward,20000000.0,18500000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-18,2024-07-18,exact_transfer_date,0.85,2024-25,FC Porto SAD,Boris Sekulic,out,FC Porto SAD,Karmiotissa,32,Right-Back,300000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-18,2024-07-18,exact_transfer_date,0.85,2024-25,FC Porto SAD,Lawrence Ennali,out,FC Porto SAD,Houston,22,Left Winger,3000000.0,2750000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-18,2024-07-18,exact_transfer_date,0.85,2024-25,Juventus,Guilherme Castilho,in,Ceará SC,Juventus,24,Central Midfield,1400000.0,0.0,,loan,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-18,2024-07-18,exact_transfer_date,0.85,2024-25,Juventus,Juan Cabal,in,Hellas Verona,Juventus,23,Left-Back,3500000.0,12800000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-18,2024-07-18,exact_transfer_date,0.85,2024-25,Manchester United,Leny Yoro,in,Lille,Manchester United,18,Centre-Back,50000000.0,62000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-18,2024-07-18,exact_transfer_date,0.85,2024-25,Manchester United,Mason Greenwood,out,Manchester United,Marseille,22,Right Winger,25000000.0,26000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-18,2024-07-18,exact_transfer_date,0.85,2024-25,Sporting CP SAD,Guilherme Castilho,out,Sporting CP SAD,Juventude,24,Central Midfield,1400000.0,0.0,,loan,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-18,2024-07-18,exact_transfer_date,0.85,2024-25,Sporting CP SAD,Kasper Schmeichel,out,Sporting CP SAD,Celtic,37,Goalkeeper,1000000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-18,2024-07-18,exact_transfer_date,0.85,2024-25,Sporting CP SAD,Leny Yoro,out,Sporting CP SAD,Man Utd,18,Centre-Back,50000000.0,62000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-19,2024-07-19,exact_transfer_date,0.85,2024-25,FC Porto SAD,Bruno Lourenço,out,FC Porto SAD,Amed SK,26,Right Winger,700000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-19,2024-07-19,exact_transfer_date,0.85,2024-25,FC Porto SAD,Luís dos Santos,out,FC Porto SAD,Kosice,24,Right Winger,300000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-19,2024-07-19,exact_transfer_date,0.85,2024-25,FC Porto SAD,Matías Arezo,in,Granada CF,FC Porto SAD,21,Centre-Forward,7000000.0,3000000.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-19,2024-07-19,exact_transfer_date,0.85,2024-25,Lazio,Gaetano Castrovilli,in,Fiorentina,Lazio,27,Central Midfield,7000000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-19,2024-07-19,exact_transfer_date,0.85,2024-25,Sporting CP SAD,Cristián Borja,out,Sporting CP SAD,América,31,Left-Back,2500000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-19,2024-07-19,exact_transfer_date,0.85,2024-25,Sporting CP SAD,Thomas Meunier,in,Trabzonspor,Sporting CP SAD,32,Right-Back,2500000.0,0.0,,permanent,0,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
2024-07-22,2024-07-22,exact_transfer_date,0.85,2024-25,Sporting CP SAD,César Augusto,out,Sporting CP SAD,Nacional,20,Goalkeeper,50000.0,0.0,,loan,1,dcaribou/transfermarkt-datasets,https://pub-e682421888d945d684bcae8890b0ec20.r2.dev/data/transfers.csv.gz
