claim_id,article_id,published_at,date,published_date,source,journalist,club,player,season,direction,transfer_type,is_loan,age,position,market_value_eur,transfer_fee_eur,wage_eur_annual,fee_to_market,market_minus_fee_eur,transfer_quality,transfer_indicator,rumor_strength,rumor_indicator,credibility_score,source_reputation_score,journalist_reputation_score,historical_conversion_score,club_specific_score,rumor_stage_score,article_type_score,time_to_confirmation_score,historical_support_n,match_score,ambiguity_flag,entity_match_indicator,rumor_stage,article_type,source_diversity,rumor_count,max_credibility,avg_credibility,max_rumor_strength,avg_rumor_strength,label
347a14c0d88843f5,ce279253e4c27ba5,2025-08-26T21:56:39Z,2025-08-26,2025-08-26,The Guardian / Jacob Steinberg and Ed Aarons,Jacob Steinberg and Ed Aarons,Juventus,Edon Zhegrova,2025-26,in,permanent,0,26.0,Right Winger,25000000.0,15500000.0,,0.62,9500000.0,0.8105,0.7309,0.6892,0.6892,0.7515,0.84,0.772,0.7429,0.91,0.55,0.45,0.85,4,1.06,0,0.8833,talks,aggregate,1,1,0.7515,0.7515,0.6892,0.6892,
3a46b2793db4cb59,8b12f8952907651e,2025-08-30T17:45:26Z,2025-08-30,2025-08-30,The Guardian / Jacob Steinberg and agencies,Jacob Steinberg and agencies,Juventus,Nicolò Savona,2025-26,out,permanent,0,22.0,Right-Back,12000000.0,13000000.0,,1.0833,-1000000.0,0.6887,0.6168,0.7029,0.7029,0.774,0.84,0.8587,0.8667,0.8893,0.4,0.45,0.95,2,0.9,0,0.75,unclear,aggregate,1,1,0.774,0.774,0.7029,0.7029,
6f0b950896ad205b,e9f8df69009725db,2025-06-27T17:47:19Z,2025-06-27,2025-06-27,The Guardian / Ed Aarons,Ed Aarons,Juventus,Samuel Mbangula,2024-25,in,permanent,0,20.0,Left Winger,250000.0,,,0.0,250000.0,0.9,0.7333,0.6392,0.6392,0.7252,0.84,0.7738,0.7455,0.8389,0.55,0.65,0.25,12,0.88,0,0.7333,talks,report,1,1,0.7252,0.7252,0.6392,0.6392,
f9ef700bb21a9c85,50865a229a625ac2,2025-07-04T10:44:49Z,2025-07-04,2025-07-04,The Guardian / Ben Fisher,Ben Fisher,Borussia Dortmund,Soumaïla Coulibaly,2025-26,out,permanent,0,21.0,Centre-Back,8000000.0,7500000.0,,0.9375,500000.0,0.6559,0.5786,0.6951,0.6951,0.7503,0.84,0.7945,0.775,0.8639,0.4,0.65,0.95,6,0.78,0,0.65,unclear,report,1,1,0.7503,0.7503,0.6951,0.6951,
a92756292e8890fd,681e4a7a63b59d4f,2026-02-03T13:00:07Z,2026-02-03,2026-02-03,"The Guardian / Will Magee, Niall McVeigh and Billy Munday","Will Magee, Niall McVeigh and Billy Munday",Lazio,Adrian Przyborek,2025-26,in,permanent,0,19.0,Attacking Midfield,7000000.0,4500000.0,,0.6429,2500000.0,0.7304,0.634,0.7269,0.7269,0.784,0.84,0.8587,0.8667,0.8893,0.4,0.65,0.95,2,0.9,0,0.75,unclear,report,1,1,0.784,0.784,0.7269,0.7269,
16159f9ba1dea2a0,555d654836868319,2026-01-26T00:54:05Z,2026-01-26,2026-01-26,The Guardian / Guardian staff and agencies,Guardian staff and agencies,Lazio,Adrian Przyborek,2025-26,in,permanent,0,19.0,Attacking Midfield,7000000.0,4500000.0,,0.6429,2500000.0,0.7304,0.634,0.8254,0.8254,0.8452,0.84,0.8587,0.8667,0.9213,0.82,0.65,0.85,2,0.98,0,0.8167,agreed,report,1,1,0.8452,0.8452,0.8254,0.8254,
f8641b6bbc484e75,b90b7efb3903776f,2026-02-15T14:00:24Z,2026-02-15,2026-02-15,The Guardian / Sarah Martin,Sarah Martin,Lazio,Marcos Antônio,2025-26,in,permanent,0,25.0,Central Midfield,9000000.0,0.0,,0.0,9000000.0,0.975,0.8208,0.8291,0.8291,0.7769,0.84,0.8587,0.8667,0.8813,0.95,0.9,0.65,2,0.88,1,0.6233,official,official,1,1,0.7769,0.7769,0.8291,0.8291,
5a3c888d31f61bdb,f0b5c53138ccadd5,2026-02-04T00:21:52Z,2026-02-04,2026-02-04,The Guardian / Tom Garry,Tom Garry,Lazio,Marcos Antônio,2025-26,in,permanent,0,25.0,Central Midfield,9000000.0,0.0,,0.0,9000000.0,0.975,0.8208,0.6969,0.6969,0.7745,0.84,0.872,0.8857,0.88,0.4,0.65,0.65,4,0.86,0,0.7167,unclear,report,1,1,0.7745,0.7745,0.6969,0.6969,
42e01515722c56fa,a9819bfc64c9e1cc,2026-02-03T10:09:55Z,2026-02-03,2026-02-03,The Guardian / Guardian sport,Guardian sport,Lazio,Marcos Antônio,2025-26,in,permanent,0,25.0,Central Midfield,9000000.0,0.0,,0.0,9000000.0,0.975,0.8208,0.6599,0.6599,0.6914,0.84,0.8587,0.8667,0.8813,0.4,0.65,0.65,2,0.88,1,0.6233,unclear,report,1,1,0.6914,0.6914,0.6599,0.6599,
080c8b2331570957,fb4491fe0f05d621,2025-07-07T09:00:24Z,2025-07-07,2025-07-07,The Guardian / John Brewin,John Brewin,Manchester United,Diego León,2025-26,in,permanent,0,18.0,Left-Back,4000000.0,4000000.0,,1.0,0.0,0.625,0.4575,0.6628,0.6628,0.7225,0.84,0.7342,0.6889,0.8591,0.48,0.45,0.95,8,0.98,0,0.8167,linked,aggregate,1,1,0.7225,0.7225,0.6628,0.6628,
842a5e948b917938,674e18726bf450d1,2025-07-01T08:26:54Z,2025-07-01,2025-07-01,The Guardian / Tom Davies,Tom Davies,Manchester United,Diego León,2025-26,in,permanent,0,18.0,Left-Back,4000000.0,4000000.0,,1.0,0.0,0.625,0.4575,0.7184,0.7184,0.7881,0.84,0.872,0.8857,0.896,0.48,0.45,0.85,4,0.9,0,0.75,linked,aggregate,1,1,0.7881,0.7881,0.7184,0.7184,
94921deda8962ca6,b3983471c56515a7,2025-08-22T08:25:20Z,2025-08-22,2025-08-22,The Guardian / Yara El-Shaboury,Yara El-Shaboury,Borussia Dortmund,Giovanni Reyna,2025-26,out,permanent,0,22.0,Attacking Midfield,7000000.0,4000000.0,,0.5714,3000000.0,0.5736,0.4825,0.7304,0.7304,0.7931,0.84,0.872,0.8857,0.896,0.48,0.45,0.95,4,0.9,0,0.75,linked,aggregate,1,1,0.7931,0.7931,0.7304,0.7304,
7c6f0857fb0faae5,18450a233c4f9248,2025-12-16T11:49:09Z,2025-12-16,2025-12-16,The Guardian / Jacob Steinberg,Jacob Steinberg,Borussia Dortmund,Pascal Groß,2025-26,out,permanent,0,34.0,Central Midfield,3500000.0,2000000.0,,0.5714,1500000.0,0.6786,0.625,0.659,0.659,0.7226,0.84,0.812,0.8,0.6518,0.4,0.65,0.65,18,0.66,0,0.55,unclear,report,1,1,0.7226,0.7226,0.659,0.659,
e810bcf74dd778c8,5b16b4b3de992a73,2026-01-02T15:53:19Z,2026-01-02,2026-01-02,The Guardian / Ed Aarons,Ed Aarons,Borussia Dortmund,Pascal Groß,2025-26,out,permanent,0,34.0,Central Midfield,3500000.0,2000000.0,,0.5714,1500000.0,0.6786,0.625,0.6733,0.6733,0.7106,0.84,0.7738,0.7455,0.5673,0.4,0.65,0.95,12,0.9,0,0.75,unclear,report,1,1,0.7106,0.7106,0.6733,0.6733,
b1ab77bf4b1d6985,8faeec51a82c6424,2026-01-22T09:39:01Z,2026-01-22,2026-01-22,The Guardian / Yara El-Shaboury,Yara El-Shaboury,Lazio,Edoardo Motta,2025-26,in,permanent,0,21.0,Goalkeeper,1200000.0,1200000.0,,1.0,0.0,0.7,0.545,0.7197,0.7197,0.7913,0.84,0.872,0.8857,0.928,0.48,0.45,0.85,4,0.98,0,0.8167,linked,aggregate,1,1,0.7913,0.7913,0.7197,0.7197,
0e11c1bde551bbf5,c1b1d2968a1f57b0,2026-01-15T07:22:19Z,2026-01-15,2026-01-15,The Guardian / Will Unwin,Will Unwin,Lazio,Edoardo Motta,2025-26,in,permanent,0,21.0,Goalkeeper,1200000.0,1200000.0,,1.0,0.0,0.7,0.545,0.6422,0.6422,0.7168,0.84,0.7752,0.7474,0.7525,0.48,0.45,0.65,28,0.96,0,0.8,linked,aggregate,1,1,0.7168,0.7168,0.6422,0.6422,
4edb175b4bf0adf1,acf82f6339df9c2f,2025-03-25T13:37:06Z,2025-03-25,2025-03-25,The Guardian / Jacob Steinberg,Jacob Steinberg,Juventus,Ênio,2024-25,in,permanent,0,24.0,Left Winger,400000.0,195000.0,,0.4875,205000.0,0.8903,0.8439,0.6744,0.6744,0.686,0.84,0.812,0.8,0.898,0.4,0.65,0.95,18,0.98,1,0.6942,unclear,report,1,1,0.686,0.686,0.6744,0.6744,
7b22f3ab09034844,b49b7c6e3edb8ea8,2025-03-02T21:36:39Z,2025-03-02,2025-03-02,The Guardian / Tom Garry,Tom Garry,Juventus,Ênio,2024-25,in,permanent,0,24.0,Left Winger,400000.0,195000.0,,0.4875,205000.0,0.8903,0.8439,0.7041,0.7041,0.7173,0.84,0.872,0.8857,0.88,0.55,0.65,0.65,4,0.86,1,0.6092,talks,report,1,1,0.7173,0.7173,0.7041,0.7041,
69ec037db746611d,5850b5d54fde6406,2025-03-17T17:12:03Z,2025-03-17,2025-03-17,The Guardian,,Juventus,Ênio,2024-25,in,permanent,0,24.0,Left Winger,400000.0,195000.0,,0.4875,205000.0,0.8903,0.8439,0.7498,0.7498,0.7412,0.84,0.84,0.8667,0.872,0.9,0.35,0.65,1,0.88,1,0.6233,medical,analysis,1,1,0.7412,0.7412,0.7498,0.7498,
bfcffae1d40a3c2b,ddecdde6d26640ac,2026-04-27T21:05:48Z,2026-04-27,2026-04-27,The Guardian / Jamie Jackson at Old Trafford,Jamie Jackson at Old Trafford,Manchester United,Benjamin Sesko,2025-26,in,permanent,0,22.0,Centre-Forward,70000000.0,76500000.0,,1.0929,-6500000.0,0.7041,0.5358,0.5864,0.5864,0.6211,0.84,0.616,0.52,0.3088,0.72,0.65,0.25,10,0.8,0,0.6667,advanced,report,1,1,0.6211,0.6211,0.5864,0.5864,
d9f656dd73e33d19,88f454e9128f22ab,2026-05-11T06:10:12Z,2026-05-11,2026-05-11,Manchester Evening News,,Manchester United,Marcus Rashford,2025-26,in,permanent,0,28.0,Left Winger,40000000.0,0.0,,0.0,40000000.0,0.9,0.7333,0.4742,0.4742,0.4292,0.5,0.5,0.5625,0.244,0.4,0.65,0.45,3,0.75,1,0.5312,unclear,report,1,1,0.4292,0.4292,0.4742,0.4742,
2b3176dca4cd750b,896064c390e90d44,2026-05-10T21:01:00Z,2026-05-10,2026-05-10,Manchester Evening News,,Manchester United,Marcus Rashford,2025-26,in,permanent,0,28.0,Left Winger,40000000.0,0.0,,0.0,40000000.0,0.9,0.7333,0.4742,0.4742,0.4292,0.5,0.5,0.5625,0.244,0.4,0.65,0.45,3,0.85,1,0.6021,unclear,report,1,1,0.4292,0.4292,0.4742,0.4742,
7c908037fdd6c156,77719efe6af56134,2026-05-10T12:28:54Z,2026-05-10,2026-05-10,Sports Mole,,Juventus,Douglas Luiz,2025-26,out,permanent,0,27.0,Central Midfield,25000000.0,0.0,,0.0,25000000.0,0.445,0.4968,0.4136,0.4136,0.4044,0.5,0.5,0.4091,0.375,0.4,0.65,0.25,6,0.9,1,0.6375,unclear,report,1,1,0.4044,0.4044,0.4136,0.4136,
b21f2d071b86a53c,2eeaa28092313b72,2026-05-10T09:15:00Z,2026-05-10,2026-05-10,Sports Mole,,Juventus,Loïs Openda,2025-26,out,permanent,0,26.0,Centre-Forward,32000000.0,0.0,,0.0,32000000.0,0.445,0.4825,0.4372,0.4372,0.4134,0.5,0.5,0.4091,0.375,0.4,0.65,0.45,6,0.85,1,0.6021,unclear,report,1,1,0.4134,0.4134,0.4372,0.4372,
a1771cf8bbe2f71d,2cdcbeaba723c99c,2026-05-10T07:39:44Z,2026-05-10,2026-05-10,Birmingham Live,,Juventus,Douglas Luiz,2025-26,in,permanent,0,28.0,Central Midfield,20000000.0,0.0,,0.0,20000000.0,0.9,0.7333,0.4846,0.4846,0.4448,0.5,0.5,0.5833,0.375,0.4,0.65,0.45,1,0.93,1,0.6587,unclear,report,1,1,0.4448,0.4448,0.4846,0.4846,
cfc85e16c8c248a5,8da8638b6d9a6e6e,2026-05-09T17:57:00Z,2026-05-09,2026-05-09,Yardbarker,,Juventus,Douglas Luiz,2025-26,in,permanent,0,28.0,Central Midfield,20000000.0,0.0,,0.0,20000000.0,0.9,0.7333,0.4063,0.4063,0.3929,0.5,0.5,0.2955,0.375,0.4,0.65,0.45,17,0.93,1,0.6587,unclear,report,1,1,0.3929,0.3929,0.4063,0.4063,
9d830dd1beefc2da,5193e0f677566fbe,2026-05-08T13:01:06Z,2026-05-08,2026-05-08,Yardbarker,,Lazio,Christos Mandas,2025-26,out,permanent,0,24.0,Goalkeeper,5000000.0,0.0,,0.0,5000000.0,0.445,0.4825,0.3975,0.3975,0.421,0.5,0.5,0.2955,0.3192,0.4,0.65,0.25,17,0.9,0,0.75,unclear,report,1,1,0.421,0.421,0.3975,0.3975,
ce3419fa30cbc6a7,2300f040a43bd242,2026-05-05T14:20:45Z,2026-05-05,2026-05-05,Yardbarker,,Lazio,Marcos Antônio,2025-26,out,permanent,0,25.0,Central Midfield,9000000.0,4200000.0,,0.4667,4800000.0,0.55,0.455,0.4215,0.4215,0.431,0.5,0.5,0.2955,0.3192,0.4,0.65,0.45,17,0.93,0,0.775,unclear,report,1,1,0.431,0.431,0.4215,0.4215,
9faddf3b2d7410aa,0c0af4b997fe3da3,2026-04-25T16:41:20Z,2026-04-25,2026-04-25,Yardbarker,,Juventus,João Mário,2025-26,out,permanent,0,26.0,Right-Back,8500000.0,0.0,,0.0,8500000.0,0.445,0.4825,0.4246,0.4246,0.3987,0.5,0.5,0.2955,0.3192,0.48,0.65,0.45,17,0.65,1,0.4604,linked,report,1,1,0.3987,0.3987,0.4246,0.4246,
